XTSOL|p_id|p_model|p_stock|p_shipping|gm_show_qty_info|p_status|p_startpage|p_sorting|p_startpage_sort
XTSOL|4912|2004354|50|2|0|1|0|None|None
XTSOL|4913|2004355|0|2|1|0|0|None|None
XTSOL|4914|2004356|10|2|0|1|0|None|None
XTSOL|4915|2004357|10|2|0|1|0|None|None
XTSOL|4916|2004358|6|2|1|1|0|None|None
XTSOL|4917|2004359|10|2|0|1|0|None|None
XTSOL|4918|2004360|100|2|0|1|0|None|None
XTSOL|4921|2004363|100|2|0|1|0|None|None
XTSOL|4922|2004364|100|2|0|1|0|None|None
XTSOL|4923|2004365|100|2|0|1|0|None|None
XTSOL|4924|2004366|100|2|0|1|0|None|None
XTSOL|4925|2004367|100|2|0|1|0|None|None
XTSOL|4926|2004368|100|2|0|1|0|None|None
XTSOL|4927|2004369|100|2|0|1|0|None|None
XTSOL|4928|2004370|100|2|0|1|0|None|None
XTSOL|4929|2004371|100|2|0|1|0|None|None
XTSOL|4930|2004372|50|2|0|1|0|None|None
XTSOL|4931|2004373|100|2|0|1|0|None|None
XTSOL|4932|2004374|100|2|0|1|0|None|None
XTSOL|4933|2004375|100|2|0|1|0|None|None
XTSOL|4934|2004376|0|2|1|0|0|None|None
XTSOL|4935|2004377|50|2|0|1|0|None|None
XTSOL|4936|2004378|100|2|0|1|0|None|None
XTSOL|4937|2004379|100|2|0|1|0|None|None
XTSOL|4938|2004380|100|2|0|1|0|None|None
XTSOL|4939|2004381|50|2|0|1|0|None|None
XTSOL|4940|2004382|100|2|0|1|0|None|None
XTSOL|4941|2004383|10|2|0|1|0|None|None
XTSOL|4942|2004384|50|2|0|1|0|None|None
XTSOL|4943|2004385|50|2|0|1|0|None|None
XTSOL|4944|2004386|6|2|1|1|0|None|None
XTSOL|4945|2004387|10|2|0|1|0|None|None
XTSOL|4946|2004388|10|2|0|1|0|None|None
XTSOL|4947|2004389|10|2|0|1|0|None|None
XTSOL|4948|2004390|5|2|1|1|0|None|None
XTSOL|4949|2004391|10|2|0|1|0|None|None
XTSOL|4950|2004392|10|2|0|1|0|None|None
XTSOL|4951|2004393|10|2|0|1|0|None|None
XTSOL|4952|2004394|10|2|0|1|0|None|None
XTSOL|4953|2004395|5|2|1|1|0|None|None
XTSOL|4954|2004396|100|2|0|1|0|None|None
XTSOL|4955|2004397|50|2|0|1|0|None|None
XTSOL|4956|2004398|10|2|0|1|0|None|None
XTSOL|4957|2004399|100|2|0|1|0|None|None
XTSOL|4958|2004400|0|2|1|0|0|None|None
XTSOL|4959|2004401|10|2|0|1|0|None|None
XTSOL|4960|2004402|100|2|0|1|0|None|None
XTSOL|4961|2004403|100|2|0|1|0|None|None
XTSOL|4962|2004404|10|2|0|1|0|None|None
XTSOL|4963|2004405|100|2|0|1|0|None|None
XTSOL|4964|2004406|100|2|0|1|0|None|None
XTSOL|4965|2004407|100|2|0|1|0|None|None
XTSOL|4972|2004416|100|2|0|1|0|None|None
XTSOL|4973|2004417|100|2|0|1|0|None|None
XTSOL|4974|2004418|100|2|0|1|0|None|None
XTSOL|4975|2004419|100|2|0|1|0|None|None
XTSOL|4976|2004420|100|2|0|1|0|None|None
XTSOL|4977|2004421|10|2|0|1|0|None|None
XTSOL|4982|2004426|100|2|0|1|0|None|None
XTSOL|4983|2004427|100|2|0|1|0|None|None
XTSOL|4984|2004428|100|2|0|1|0|None|None
XTSOL|4985|2004429|50|2|0|1|0|None|None
XTSOL|4986|2004430|50|2|0|1|0|None|None
XTSOL|4987|2004431|1|2|1|1|0|None|None
XTSOL|4988|2004432|10|2|0|1|0|None|None
XTSOL|4989|2004433|100|2|0|1|0|None|None
XTSOL|4990|2004434|10|2|0|1|0|None|None
XTSOL|4991|2004435|100|2|0|1|0|None|None
XTSOL|4992|2004436|10|2|0|1|0|None|None
XTSOL|4993|2004437|100|2|0|1|0|None|None
XTSOL|4995|2004439|100|2|0|1|0|None|None
XTSOL|4996|2004440|100|2|0|1|0|None|None
XTSOL|4997|2004441|100|2|0|1|0|None|None
XTSOL|4998|2004442|100|2|0|1|0|None|None
XTSOL|4999|2004443|10|2|0|1|0|None|None
XTSOL|5000|2004444|0|2|1|0|0|None|None
XTSOL|5001|2004445|10|2|0|1|0|None|None
XTSOL|5002|2004446|100|2|0|1|0|None|None
XTSOL|5003|2004447|50|2|0|1|0|None|None
XTSOL|5004|2004448|0|2|1|0|0|None|None
XTSOL|5005|2004449|0|2|1|0|0|None|None
XTSOL|5006|2004450|100|2|0|1|0|None|None
XTSOL|5007|2004451|10|2|0|1|0|None|None
XTSOL|5008|2004452|100|2|0|1|0|None|None
XTSOL|5009|2004453|100|2|0|1|0|None|None
XTSOL|5010|2004454|100|2|0|1|0|None|None
XTSOL|5011|2004455|100|2|0|1|0|None|None
XTSOL|5012|2004456|100|2|0|1|0|None|None
XTSOL|5013|2004457|100|2|0|1|0|None|None
XTSOL|5014|2004458|100|2|0|1|0|None|None
XTSOL|5015|2004459|100|2|0|1|0|None|None
XTSOL|5016|2004460|100|2|0|1|0|None|None
XTSOL|5017|2004461|100|2|0|1|0|None|None
XTSOL|5029|2004475|100|2|0|1|0|None|None
XTSOL|5031|2004477|0|2|1|0|0|None|None
XTSOL|5032|2004478|0|2|1|0|0|None|None
XTSOL|5033|2004479|0|2|1|0|0|None|None
XTSOL|5034|2004480|0|2|1|0|0|None|None
XTSOL|5035|2004481|0|2|1|0|0|None|None
XTSOL|5036|2004482|0|2|1|0|0|None|None
XTSOL|5037|2004483|0|2|1|0|0|None|None
XTSOL|5038|2004484|0|2|1|0|0|None|None
XTSOL|5039|2004485|0|2|1|0|0|None|None
XTSOL|5040|2004486|0|2|1|0|0|None|None
XTSOL|5041|2004487|0|2|1|0|0|None|None
XTSOL|5042|2004488|0|2|1|0|0|None|None
XTSOL|5043|2004489|0|2|1|0|0|None|None
XTSOL|5044|2004490|0|2|1|0|0|None|None
XTSOL|5045|2004491|0|2|1|0|0|None|None
XTSOL|5046|2004492|0|2|1|0|0|None|None
XTSOL|5047|2004493|0|2|1|0|0|None|None
XTSOL|5048|2004494|0|2|1|0|0|None|None
XTSOL|5049|2004495|0|2|1|0|0|None|None
XTSOL|5050|2004496|100|2|0|1|0|None|None
XTSOL|5051|2004497|100|2|0|1|0|None|None
XTSOL|5052|2004498|100|2|0|1|0|None|None
XTSOL|5053|2004499|100|2|0|1|0|None|None
XTSOL|5054|2004500|100|2|0|1|0|None|None
XTSOL|5055|2004501|100|2|0|1|0|None|None
XTSOL|5056|2004502|100|2|0|1|0|None|None
XTSOL|5057|2004503|100|2|0|1|0|None|None
XTSOL|5058|2004504|100|2|0|1|0|None|None
XTSOL|5059|2004505|0|2|1|0|0|None|None
XTSOL|5060|2004506|50|2|0|1|0|None|None
XTSOL|5061|2004507|7|2|1|1|0|None|None
XTSOL|5062|2004508|100|2|0|1|0|None|None
XTSOL|5063|2004509|100|2|0|1|0|None|None
XTSOL|5064|2004510|100|2|0|1|0|None|None
XTSOL|5065|2004511|100|2|0|1|0|None|None
XTSOL|5066|2004512|100|2|0|1|0|None|None
XTSOL|5067|2004513|100|2|0|1|0|None|None
XTSOL|5068|2004514|100|2|0|1|0|None|None
XTSOL|5069|2004515|100|2|0|1|0|None|None
XTSOL|5070|2004516|100|2|0|1|0|None|None
XTSOL|5071|2004517|100|2|0|1|0|None|None
XTSOL|5072|2004518|10|2|0|1|0|None|None
XTSOL|5073|2004519|50|2|0|1|0|None|None
XTSOL|5074|2004520|100|2|0|1|0|None|None
XTSOL|5075|2004521|100|2|0|1|0|None|None
XTSOL|5076|2004522|100|2|0|1|0|None|None
XTSOL|5077|2004523|100|2|0|1|0|None|None
XTSOL|5078|2004524|50|2|0|1|0|None|None
XTSOL|5079|2004525|0|2|1|0|0|None|None
XTSOL|5080|2004526|100|2|0|1|0|None|None
XTSOL|5081|2004527|100|2|0|1|0|None|None
XTSOL|5082|2004528|100|2|0|1|0|None|None
XTSOL|5083|2004529|100|2|0|1|0|None|None
XTSOL|5084|2004530|100|2|0|1|0|None|None
XTSOL|5085|2004531|100|2|0|1|0|None|None
XTSOL|5086|2004532|10|2|0|1|0|None|None
XTSOL|5087|2004533|50|2|0|1|0|None|None
XTSOL|5088|2004534|100|2|0|1|0|None|None
XTSOL|5089|2004535|100|2|0|1|0|None|None
XTSOL|5090|2004536|100|2|0|1|0|None|None
XTSOL|5095|2004541|50|2|0|1|0|None|None
XTSOL|5096|2004542|100|2|0|1|0|None|None
XTSOL|5097|2004543|10|2|0|1|0|None|None
XTSOL|5098|2004544|100|2|0|1|0|None|None
XTSOL|5099|2004545|50|2|0|1|0|None|None
XTSOL|5100|2004546|10|2|0|1|0|None|None
XTSOL|5101|2004547|100|2|0|1|0|None|None
XTSOL|5102|2004548|100|2|0|1|0|None|None
XTSOL|5103|2004549|50|2|0|1|0|None|None
XTSOL|5104|2004550|100|2|0|1|0|None|None
XTSOL|5105|2004551|100|2|0|1|0|None|None
XTSOL|5106|2004552|100|2|0|1|0|None|None
XTSOL|5107|2004553|100|2|0|1|0|None|None
XTSOL|5108|2004554|50|2|0|1|0|None|None
XTSOL|5109|2004555|100|2|0|1|0|None|None
XTSOL|5110|2004556|100|2|0|1|0|None|None
XTSOL|5111|2004557|0|2|1|0|0|None|None
XTSOL|5112|2004558|100|2|0|1|0|None|None
XTSOL|5113|2004559|100|2|0|1|0|None|None
XTSOL|5115|2004561|10|2|0|1|0|None|None
XTSOL|5116|2004562|50|2|0|1|0|None|None
XTSOL|5117|2004563|100|2|0|1|0|None|None
XTSOL|5118|2004564|100|2|0|1|0|None|None
XTSOL|5119|2004565|50|2|0|1|0|None|None
XTSOL|5120|2004566|10|2|0|1|0|None|None
XTSOL|5121|2004567|10|2|0|1|0|None|None
XTSOL|5122|2004568|50|2|0|1|0|None|None
XTSOL|5123|2004569|50|2|0|1|0|None|None
XTSOL|5124|2004570|10|2|0|1|0|None|None
XTSOL|5125|2004571|10|2|0|1|0|None|None
XTSOL|5126|2004572|10|2|0|1|0|None|None
XTSOL|5127|2004573|50|2|0|1|0|None|None
XTSOL|5130|2004576|10|2|0|1|0|None|None
XTSOL|5131|2004577|100|2|0|1|0|None|None
XTSOL|5132|2004578|100|2|0|1|0|None|None
XTSOL|5133|2004579|100|2|0|1|0|None|None
XTSOL|5141|2004587|0|2|1|0|0|None|None
XTSOL|5155|2004602|10|2|0|1|0|None|None
XTSOL|5156|2004603|100|2|0|1|0|None|None
XTSOL|5157|2004604|100|2|0|1|0|None|None
XTSOL|5158|2004605|100|2|0|1|0|None|None
XTSOL|5159|2004606|100|2|0|1|0|None|None
XTSOL|5160|2004607|100|2|0|1|0|None|None
XTSOL|5161|2004608|100|2|0|1|0|None|None
XTSOL|5162|2004609|100|2|0|1|0|None|None
XTSOL|5163|2004610|50|2|0|1|0|None|None
XTSOL|5164|2004611|10|2|0|1|0|None|None
XTSOL|5165|2004612|50|2|0|1|0|None|None
XTSOL|5166|2004613|50|2|0|1|0|None|None
XTSOL|5167|2004614|10|2|0|1|0|None|None
XTSOL|5168|2004615|50|2|0|1|0|None|None
XTSOL|5169|2004616|8|2|1|1|0|None|None
XTSOL|5170|2004617|10|2|0|1|0|None|None
XTSOL|5171|2004618|100|2|0|1|0|None|None
XTSOL|5172|2004619|100|2|0|1|0|None|None
XTSOL|5173|2004620|100|2|0|1|0|None|None
XTSOL|5174|2004621|100|2|0|1|0|None|None
XTSOL|5175|2004623|100|2|0|1|0|None|None
XTSOL|5176|2004624|100|2|0|1|0|None|None
XTSOL|5177|2004625|100|2|0|1|0|None|None
XTSOL|5178|2004626|0|2|1|0|0|None|None
XTSOL|5179|2004627|50|2|0|1|0|None|None
XTSOL|5180|2004628|8|2|1|1|0|None|None
XTSOL|5181|2004629|50|2|0|1|0|None|None
XTSOL|5182|2004630|10|2|0|1|0|None|None
XTSOL|5183|2004631|0|2|1|0|0|None|None
XTSOL|5184|2004632|50|2|0|1|0|None|None
XTSOL|5185|2004633|10|2|0|1|0|None|None
XTSOL|5186|2004634|10|2|0|1|0|None|None
XTSOL|5187|2004635|50|2|0|1|0|None|None
XTSOL|5188|2004636|100|2|0|1|0|None|None
XTSOL|5189|2004637|50|2|0|1|0|None|None
XTSOL|5190|2004638|4|2|1|1|0|None|None
XTSOL|5191|2004639|0|2|1|0|0|None|None
XTSOL|5192|2004640|100|2|0|1|0|None|None
XTSOL|5193|2004641|50|2|0|1|0|None|None
XTSOL|5194|2004642|50|2|0|1|0|None|None
XTSOL|5195|2004643|10|2|0|1|0|None|None
XTSOL|5196|2004644|10|2|0|1|0|None|None
XTSOL|5197|2004645|50|2|0|1|0|None|None
XTSOL|5198|2004646|50|2|0|1|0|None|None
XTSOL|5199|2004647|0|2|1|0|0|None|None
XTSOL|5200|2004648|3|2|1|1|0|None|None
XTSOL|5201|2004649|100|2|0|1|0|None|None
XTSOL|5202|2004650|2|2|1|1|0|None|None
XTSOL|5203|2004651|50|2|0|1|0|None|None
XTSOL|5204|2004652|10|2|0|1|0|None|None
XTSOL|5205|2004653|8|2|1|1|0|None|None
XTSOL|5206|2004654|3|2|1|1|0|None|None
XTSOL|5208|2004656|100|2|0|1|0|None|None
XTSOL|5209|2004657|100|2|0|1|0|None|None
XTSOL|5210|2004658|100|2|0|1|0|None|None
XTSOL|5211|2004659|0|2|1|0|0|None|None
XTSOL|5212|2004660|100|2|0|1|0|None|None
XTSOL|5213|2004661|10|2|0|1|0|None|None
XTSOL|5214|2004662|50|2|0|1|0|None|None
XTSOL|5215|2004663|50|2|0|1|0|None|None
XTSOL|5216|2004664|10|2|0|1|0|None|None
XTSOL|5217|2004665|100|2|0|1|0|None|None
XTSOL|5218|2004666|100|2|0|1|0|None|None
XTSOL|5219|2004667|100|2|0|1|0|None|None
XTSOL|5220|2004668|10|2|0|1|0|None|None
XTSOL|5221|2004669|100|2|0|1|0|None|None
XTSOL|5222|2004670|100|2|0|1|0|None|None
XTSOL|5223|2004671|50|2|0|1|0|None|None
XTSOL|5224|2004672|100|2|0|1|0|None|None
XTSOL|5225|2004673|100|2|0|1|0|None|None
XTSOL|5226|2004674|0|2|1|0|0|None|None
XTSOL|5227|2004675|0|2|1|0|0|None|None
XTSOL|5228|2004676|100|2|0|1|0|None|None
XTSOL|5229|2004677|100|2|0|1|0|None|None
XTSOL|5230|2004678|100|2|0|1|0|None|None
XTSOL|5231|2004679|100|2|0|1|0|None|None
XTSOL|5232|2004680|100|2|0|1|0|None|None
XTSOL|5233|2004681|100|2|0|1|0|None|None
XTSOL|5234|2004682|10|2|0|1|0|None|None
XTSOL|5235|2004683|10|2|0|1|0|None|None
XTSOL|5236|2004684|100|2|0|1|0|None|None
XTSOL|5237|2004685|100|2|0|1|0|None|None
XTSOL|5238|2004686|100|2|0|1|0|None|None
XTSOL|5239|2004687|100|2|0|1|0|None|None
XTSOL|5240|2004688|100|2|0|1|0|None|None
XTSOL|5241|2004689|100|2|0|1|0|None|None
XTSOL|5242|2004690|100|2|0|1|0|None|None
XTSOL|5243|2004691|100|2|0|1|0|None|None
XTSOL|5244|2004692|100|2|0|1|0|None|None
XTSOL|5245|2004693|10|2|0|1|0|None|None
XTSOL|5246|2004694|100|2|0|1|0|None|None
XTSOL|5247|2004695|0|2|1|0|0|None|None
XTSOL|5248|2004696|100|2|0|1|0|None|None
XTSOL|5249|2004697|100|2|0|1|0|None|None
XTSOL|5250|2004698|100|2|0|1|0|None|None
XTSOL|5251|2004699|100|2|0|1|0|None|None
XTSOL|5252|2004700|100|2|0|1|0|None|None
XTSOL|5253|2004701|100|2|0|1|0|None|None
XTSOL|5254|2004702|100|2|0|1|0|None|None
XTSOL|5255|2004703|100|2|0|1|0|None|None
XTSOL|5256|2004704|100|2|0|1|0|None|None
XTSOL|5257|2004705|10|2|0|1|0|None|None
XTSOL|5258|2004706|50|2|0|1|0|None|None
XTSOL|5259|2004707|10|2|0|1|0|None|None
XTSOL|5260|2004708|10|2|0|1|0|None|None
XTSOL|5261|2004709|10|2|0|1|0|None|None
XTSOL|5262|2004710|10|2|0|1|0|None|None
XTSOL|5263|2004711|10|2|0|1|0|None|None
XTSOL|5264|2004712|10|2|0|1|0|None|None
XTSOL|5265|2004713|10|2|0|1|0|None|None
XTSOL|5266|2004714|10|2|0|1|0|None|None
XTSOL|5267|2004715|10|2|0|1|0|None|None
XTSOL|5268|2004716|100|2|0|1|0|None|None
XTSOL|5269|2004717|10|2|0|1|0|None|None
XTSOL|5270|2004718|10|2|0|1|0|None|None
XTSOL|5271|2004719|50|2|0|1|0|None|None
XTSOL|5272|2004720|10|2|0|1|0|None|None
XTSOL|5274|2004722|50|2|0|1|0|None|None
XTSOL|5275|2004724|10|2|0|1|0|None|None
XTSOL|5276|2004725|10|2|0|1|0|None|None
XTSOL|5277|2004726|50|2|0|1|0|None|None
XTSOL|5278|2004727|10|2|0|1|0|None|None
XTSOL|5279|2004728|100|2|0|1|0|None|None
XTSOL|5280|2004729|10|2|0|1|0|None|None
XTSOL|5282|2004731|100|2|0|1|0|None|None
XTSOL|5285|2004734|0|2|1|0|0|None|None
XTSOL|5286|2004735|50|2|0|1|0|None|None
XTSOL|5287|2004736|10|2|0|1|0|None|None
XTSOL|5288|2004737|10|2|0|1|0|None|None
XTSOL|5289|2004738|100|2|0|1|0|None|None
XTSOL|5290|2004739|100|2|0|1|0|None|None
XTSOL|5291|2004740|100|2|0|1|0|None|None
XTSOL|5292|2004742|100|2|0|1|0|None|None
XTSOL|5293|2004743|100|2|0|1|0|None|None
XTSOL|5294|2004744|5|2|1|1|0|None|None
XTSOL|5297|2004747|10|2|0|1|0|None|None
XTSOL|5299|2004749|100|2|0|1|0|None|None
XTSOL|5300|2004750|100|2|0|1|0|None|None
XTSOL|5301|2004751|100|2|0|1|0|None|None
XTSOL|5302|2004752|100|2|0|1|0|None|None
XTSOL|5303|2004753|100|2|0|1|0|None|None
XTSOL|5304|2004754|100|2|0|1|0|None|None
XTSOL|5305|2004755|100|2|0|1|0|None|None
XTSOL|5306|2004756|100|2|0|1|0|None|None
XTSOL|5307|2004757|100|2|0|1|0|None|None
XTSOL|5308|2004758|100|2|0|1|0|None|None
XTSOL|5309|2004759|100|2|0|1|0|None|None
XTSOL|5310|2004761|6|2|1|1|0|None|None
XTSOL|5311|2004762|100|2|0|1|0|None|None
XTSOL|5312|2004763|100|2|0|1|0|None|None
XTSOL|5313|2004764|100|2|0|1|0|None|None
XTSOL|5314|2004765|0|2|1|0|0|None|None
XTSOL|5315|2004766|100|2|0|1|0|None|None
XTSOL|5316|2004767|100|2|0|1|0|None|None
XTSOL|5317|2004768|10|2|0|1|0|None|None
XTSOL|5318|2004769|50|2|0|1|0|None|None
XTSOL|5319|2004770|50|2|0|1|0|None|None
XTSOL|5320|2004771|50|2|0|1|0|None|None
XTSOL|5321|2004772|10|2|0|1|0|None|None
XTSOL|5322|2004773|10|2|0|1|0|None|None
XTSOL|5323|2004774|100|2|0|1|0|None|None
XTSOL|5324|2004775|100|2|0|1|0|None|None
XTSOL|5325|2004776|0|2|1|0|0|None|None
XTSOL|5326|2004777|0|2|1|0|0|None|None
XTSOL|5345|2004796|100|2|0|1|0|None|None
XTSOL|5346|2004797|0|2|1|0|0|None|None
XTSOL|5347|2004798|0|2|1|0|0|None|None
XTSOL|5348|2004799|0|2|1|0|0|None|None
XTSOL|5349|2004800|50|2|0|1|0|None|None
XTSOL|5365|2004817|100|2|0|1|0|None|None
XTSOL|5368|2004820|100|2|0|1|0|None|None
XTSOL|5378|2004830|100|2|0|1|0|None|None
XTSOL|5379|2004831|100|2|0|1|0|None|None
XTSOL|5380|2004832|100|2|0|1|0|None|None
XTSOL|5381|2004833|100|2|0|1|0|None|None
XTSOL|5382|2004834|100|2|0|1|0|None|None
XTSOL|5383|2004835|100|2|0|1|0|None|None
XTSOL|5384|2004836|100|2|0|1|0|None|None
XTSOL|5385|2004837|0|2|1|0|0|None|None
XTSOL|5386|2004838|100|2|0|1|0|None|None
XTSOL|5387|2004839|100|2|0|1|0|None|None
XTSOL|5388|2004840|100|2|0|1|0|None|None
XTSOL|5389|2004841|100|2|0|1|0|None|None
XTSOL|5390|2004842|100|2|0|1|0|None|None
XTSOL|5391|2004843|100|2|0|1|0|None|None
XTSOL|5392|2004844|100|2|0|1|0|None|None
XTSOL|5394|2004846|100|2|0|1|0|None|None
XTSOL|5399|2004851|100|2|0|1|0|None|None
XTSOL|5400|2004852|0|2|1|0|0|None|None
XTSOL|5401|2004853|100|2|0|1|0|None|None
XTSOL|5402|2004854|100|2|0|1|0|None|None
XTSOL|5416|2004872|100|2|0|1|0|None|None
XTSOL|5417|2004873|10|2|0|1|0|None|None
XTSOL|5418|2004874|100|2|0|1|0|None|None
XTSOL|5419|2004875|100|2|0|1|0|None|None
XTSOL|5421|2004877|0|2|1|0|0|None|None
XTSOL|5422|2004878|100|2|0|1|0|None|None
XTSOL|5431|2004887|100|2|0|1|0|None|None
XTSOL|5432|2004888|50|2|0|1|0|None|None
XTSOL|5433|2004889|100|2|0|1|0|None|None
XTSOL|5434|2004890|100|2|0|1|0|None|None
XTSOL|5435|2004891|100|2|0|1|0|None|None
XTSOL|5436|2004892|100|2|0|1|0|None|None
XTSOL|5437|2004893|100|2|0|1|0|None|None
XTSOL|5438|2004894|100|2|0|1|0|None|None
XTSOL|5439|2004895|100|2|0|1|0|None|None
XTSOL|5440|2004897|100|2|0|1|0|None|None
XTSOL|5441|2004898|100|2|0|1|0|None|None
XTSOL|5442|2004899|100|2|0|1|0|None|None
XTSOL|5443|2004900|100|2|0|1|0|None|None
XTSOL|5444|2004901|100|2|0|1|0|None|None
XTSOL|5445|2004902|100|2|0|1|0|None|None
XTSOL|5446|2004903|100|2|0|1|0|None|None
XTSOL|5447|2004904|100|2|0|1|0|None|None
XTSOL|5449|2004906|0|2|1|0|0|None|None
XTSOL|5450|2004907|100|2|0|1|0|None|None
XTSOL|5451|2004908|100|2|0|1|0|None|None
XTSOL|5452|2004909|100|2|0|1|0|None|None
XTSOL|5453|2004910|100|2|0|1|0|None|None
XTSOL|5456|2004913|50|2|0|1|0|None|None
XTSOL|5457|2004914|100|2|0|1|0|None|None
XTSOL|5458|2004915|100|2|0|1|0|None|None
XTSOL|5460|2004917|100|2|0|1|0|None|None
XTSOL|5463|2004921|100|2|0|1|0|None|None
XTSOL|5464|2004922|100|2|0|1|0|None|None
XTSOL|5471|2004931|10|2|0|1|0|None|None
XTSOL|5472|2004932|100|2|0|1|0|None|None
XTSOL|5473|2004933|100|2|0|1|0|None|None
XTSOL|5474|2004934|100|2|0|1|0|None|None
XTSOL|5477|2004937|100|2|0|1|0|None|None
XTSOL|5479|2004939|100|2|0|1|0|None|None
XTSOL|5480|2004940|100|2|0|1|0|None|None
XTSOL|5481|2004941|100|2|0|1|0|None|None
XTSOL|5482|2004942|50|2|0|1|0|None|None
XTSOL|5484|2004944|100|2|0|1|0|None|None
XTSOL|5485|2004945|50|2|0|1|0|None|None
XTSOL|5486|2004946|100|2|0|1|0|None|None
XTSOL|5488|2004948|100|2|0|1|0|None|None
XTSOL|5489|2004949|100|2|0|1|0|None|None
XTSOL|5490|2004950|10|2|0|1|0|None|None
XTSOL|5491|2004951|10|2|0|1|0|None|None
XTSOL|5492|2004952|100|2|0|1|0|None|None
XTSOL|5493|2004953|100|2|0|1|0|None|None
XTSOL|5494|2004954|100|2|0|1|0|None|None
XTSOL|5495|2004956|100|2|0|1|0|None|None
XTSOL|5496|2004957|50|2|0|1|0|None|None
XTSOL|5497|2004958|100|2|0|1|0|None|None
XTSOL|5498|2004959|10|2|0|1|0|None|None
XTSOL|5499|2004960|50|2|0|1|0|None|None
XTSOL|5500|2004961|0|2|1|0|0|None|None
XTSOL|5506|2004967|100|2|0|1|0|None|None
XTSOL|5507|2004968|100|2|0|1|0|None|None
XTSOL|5508|2004969|100|2|0|1|0|None|None
XTSOL|5509|2004970|100|2|0|1|0|None|None
XTSOL|5510|2004971|100|2|0|1|0|None|None
XTSOL|5511|2004972|100|2|0|1|0|None|None
XTSOL|5512|2004973|100|2|0|1|0|None|None
XTSOL|5513|2004974|100|2|0|1|0|None|None
XTSOL|5514|2004975|10|2|0|1|0|None|None
XTSOL|5515|2004977|0|2|1|0|0|None|None
XTSOL|5516|2004978|100|2|0|1|0|None|None
XTSOL|5517|2004979|100|2|0|1|0|None|None
XTSOL|5518|2004980|100|2|0|1|0|None|None
XTSOL|5519|2004981|100|2|0|1|0|None|None
XTSOL|5520|2004982|100|2|0|1|0|None|None
XTSOL|5521|2004983|50|2|0|1|0|None|None
XTSOL|5522|2004984|100|2|0|1|0|None|None
XTSOL|5523|2004985|100|2|0|1|0|None|None
XTSOL|5527|2004989|10|2|0|1|0|None|None
XTSOL|5528|2004990|100|2|0|1|0|None|None
XTSOL|5529|2004991|50|2|0|1|0|None|None
XTSOL|5530|2004992|100|2|0|1|0|None|None
XTSOL|5531|2004993|100|2|0|1|0|None|None
XTSOL|5532|2004994|100|2|0|1|0|None|None
XTSOL|5533|2004995|100|2|0|1|0|None|None
XTSOL|5534|2004996|100|2|0|1|0|None|None
XTSOL|5535|2004997|100|2|0|1|0|None|None
XTSOL|5537|2005000|10|2|0|1|0|None|None
XTSOL|5538|2005001|100|2|0|1|0|None|None
XTSOL|5539|2005002|50|2|0|1|0|None|None
XTSOL|5540|2005003|100|2|0|1|0|None|None
XTSOL|5541|2005004|100|2|0|1|0|None|None
XTSOL|5542|2005005|10|2|0|1|0|None|None
XTSOL|5543|2005006|100|2|0|1|0|None|None
XTSOL|5544|2005007|10|2|0|1|0|None|None
XTSOL|5545|2005008|100|2|0|1|0|None|None
XTSOL|5546|2005009|10|2|0|1|0|None|None
XTSOL|5547|2005010|50|2|0|1|0|None|None
XTSOL|5548|2005011|50|2|0|1|0|None|None
XTSOL|5549|2005012|100|2|0|1|0|None|None
XTSOL|5550|2005013|0|2|1|0|0|None|None
XTSOL|5551|2005014|10|2|0|1|0|None|None
XTSOL|5552|2005015|100|2|0|1|0|None|None
XTSOL|5554|2005017|100|2|0|1|0|None|None
XTSOL|5555|2005018|100|2|0|1|0|None|None
XTSOL|5556|2005019|100|2|0|1|0|None|None
XTSOL|5557|2005020|50|2|0|1|0|None|None
XTSOL|5558|2005021|100|2|0|1|0|None|None
XTSOL|5559|2005022|100|2|0|1|0|None|None
XTSOL|5560|2005023|10|2|0|1|0|None|None
XTSOL|5563|2005026|100|2|0|1|0|None|None
XTSOL|5564|2005027|100|2|0|1|0|None|None
XTSOL|5565|2005028|100|2|0|1|0|None|None
XTSOL|5566|2005029|100|2|0|1|0|None|None
XTSOL|5567|2005030|100|2|0|1|0|None|None
XTSOL|5568|2005031|100|2|0|1|0|None|None
XTSOL|5570|2005033|10|2|0|1|0|None|None
XTSOL|5571|2005034|100|2|0|1|0|None|None
XTSOL|5572|2005035|10|2|0|1|0|None|None
XTSOL|5573|2005036|0|2|1|0|0|None|None
XTSOL|5574|2005037|6|2|1|1|0|None|None
XTSOL|5575|2005038|10|2|0|1|0|None|None
XTSOL|5576|2005039|0|2|1|0|0|None|None
XTSOL|5581|2005045|0|2|1|0|0|None|None
XTSOL|5582|2005046|10|2|0|1|0|None|None
XTSOL|5583|2005047|0|2|1|0|0|None|None
XTSOL|5584|2005048|0|2|1|0|0|None|None
XTSOL|5585|2005049|2|2|1|1|0|None|None
XTSOL|5586|2005050|0|2|1|0|0|None|None
XTSOL|5594|2005058|0|2|1|0|0|None|None
XTSOL|5595|2005059|0|2|1|0|0|None|None
XTSOL|5596|2005060|0|2|1|0|0|None|None
XTSOL|5597|2005061|10|2|0|1|0|None|None
XTSOL|5598|2005062|0|2|1|0|0|None|None
XTSOL|5599|2005063|0|2|1|0|0|None|None
