p_id,p_model,p_stock,p_shipping,gm_show_qty_info,p_status,p_startpage,p_sorting,p_startpage_sort
4885,2004327,10,2,0,1,0,None,None
4887,2004329,10,2,0,1,0,None,None
4888,2004330,10,2,0,1,0,None,None
4890,2004332,10,2,0,1,0,None,None
4892,2004334,10,2,0,1,0,None,None
4894,2004336,100,2,0,1,0,None,None
4895,2004337,50,2,0,1,0,None,None
4896,2004338,100,2,0,1,0,None,None
4897,2004339,100,2,0,1,0,None,None
4898,2004340,100,2,0,1,0,None,None
4899,2004341,100,2,0,1,0,None,None
4900,2004342,50,2,0,1,0,None,None
4901,2004343,100,2,0,1,0,None,None
4902,2004344,100,2,0,1,0,None,None
4903,2004345,100,2,0,1,0,None,None
4904,2004346,100,2,0,1,0,None,None
4905,2004347,10,2,0,1,0,None,None
4906,2004348,10,2,0,1,0,None,None
4907,2004349,0,2,1,0,0,None,None
4908,2004350,0,2,1,0,0,None,None
4909,2004351,0,2,1,0,0,None,None
4910,2004352,50,2,0,1,0,None,None
4911,2004353,50,2,0,1,0,None,None
4912,2004354,50,2,0,1,0,None,None
4913,2004355,0,2,1,0,0,None,None
4914,2004356,10,2,0,1,0,None,None
4915,2004357,10,2,0,1,0,None,None
4916,2004358,6,2,1,1,0,None,None
4917,2004359,10,2,0,1,0,None,None
4918,2004360,100,2,0,1,0,None,None
4921,2004363,100,2,0,1,0,None,None
4922,2004364,100,2,0,1,0,None,None
4923,2004365,100,2,0,1,0,None,None
4924,2004366,100,2,0,1,0,None,None
4925,2004367,100,2,0,1,0,None,None
4926,2004368,100,2,0,1,0,None,None
4927,2004369,100,2,0,1,0,None,None
4928,2004370,100,2,0,1,0,None,None
4929,2004371,100,2,0,1,0,None,None
4930,2004372,50,2,0,1,0,None,None
4931,2004373,100,2,0,1,0,None,None
4932,2004374,100,2,0,1,0,None,None
4933,2004375,100,2,0,1,0,None,None
4934,2004376,0,2,1,0,0,None,None
4935,2004377,50,2,0,1,0,None,None
4936,2004378,100,2,0,1,0,None,None
4937,2004379,100,2,0,1,0,None,None
4938,2004380,100,2,0,1,0,None,None
4939,2004381,50,2,0,1,0,None,None
4940,2004382,100,2,0,1,0,None,None
4941,2004383,10,2,0,1,0,None,None
4942,2004384,50,2,0,1,0,None,None
4943,2004385,50,2,0,1,0,None,None
4944,2004386,6,2,1,1,0,None,None
4945,2004387,10,2,0,1,0,None,None
4946,2004388,10,2,0,1,0,None,None
4947,2004389,10,2,0,1,0,None,None
4948,2004390,5,2,1,1,0,None,None
4949,2004391,10,2,0,1,0,None,None
4950,2004392,10,2,0,1,0,None,None
4951,2004393,10,2,0,1,0,None,None
4952,2004394,10,2,0,1,0,None,None
4953,2004395,5,2,1,1,0,None,None
4954,2004396,100,2,0,1,0,None,None
4955,2004397,50,2,0,1,0,None,None
4956,2004398,10,2,0,1,0,None,None
4957,2004399,100,2,0,1,0,None,None
4958,2004400,0,2,1,0,0,None,None
4959,2004401,10,2,0,1,0,None,None
4960,2004402,100,2,0,1,0,None,None
4961,2004403,100,2,0,1,0,None,None
4962,2004404,10,2,0,1,0,None,None
4963,2004405,100,2,0,1,0,None,None
4964,2004406,100,2,0,1,0,None,None
4965,2004407,100,2,0,1,0,None,None
4972,2004416,100,2,0,1,0,None,None
4973,2004417,100,2,0,1,0,None,None
4974,2004418,100,2,0,1,0,None,None
4975,2004419,100,2,0,1,0,None,None
4976,2004420,100,2,0,1,0,None,None
4977,2004421,10,2,0,1,0,None,None
4982,2004426,100,2,0,1,0,None,None
4983,2004427,100,2,0,1,0,None,None
4984,2004428,100,2,0,1,0,None,None
4985,2004429,50,2,0,1,0,None,None
4986,2004430,50,2,0,1,0,None,None
4987,2004431,1,2,1,1,0,None,None
4988,2004432,10,2,0,1,0,None,None
4989,2004433,100,2,0,1,0,None,None
4990,2004434,10,2,0,1,0,None,None
4991,2004435,100,2,0,1,0,None,None
4992,2004436,10,2,0,1,0,None,None
4993,2004437,100,2,0,1,0,None,None
4995,2004439,100,2,0,1,0,None,None
4996,2004440,100,2,0,1,0,None,None
4997,2004441,100,2,0,1,0,None,None
4998,2004442,100,2,0,1,0,None,None
4999,2004443,10,2,0,1,0,None,None
5000,2004444,0,2,1,0,0,None,None
5001,2004445,10,2,0,1,0,None,None
5002,2004446,100,2,0,1,0,None,None
5003,2004447,50,2,0,1,0,None,None
5004,2004448,0,2,1,0,0,None,None
5005,2004449,0,2,1,0,0,None,None
5006,2004450,100,2,0,1,0,None,None
5007,2004451,10,2,0,1,0,None,None
5008,2004452,100,2,0,1,0,None,None
5009,2004453,100,2,0,1,0,None,None
5010,2004454,100,2,0,1,0,None,None
5011,2004455,100,2,0,1,0,None,None
5012,2004456,100,2,0,1,0,None,None
5013,2004457,100,2,0,1,0,None,None
5014,2004458,100,2,0,1,0,None,None
5015,2004459,100,2,0,1,0,None,None
5016,2004460,100,2,0,1,0,None,None
5017,2004461,100,2,0,1,0,None,None
5029,2004475,100,2,0,1,0,None,None
5031,2004477,0,2,1,0,0,None,None
5032,2004478,0,2,1,0,0,None,None
5033,2004479,0,2,1,0,0,None,None
5034,2004480,0,2,1,0,0,None,None
5035,2004481,0,2,1,0,0,None,None
5036,2004482,0,2,1,0,0,None,None
5037,2004483,0,2,1,0,0,None,None
5038,2004484,0,2,1,0,0,None,None
5039,2004485,0,2,1,0,0,None,None
5040,2004486,0,2,1,0,0,None,None
5041,2004487,0,2,1,0,0,None,None
5042,2004488,0,2,1,0,0,None,None
5043,2004489,0,2,1,0,0,None,None
5044,2004490,0,2,1,0,0,None,None
5045,2004491,0,2,1,0,0,None,None
5046,2004492,0,2,1,0,0,None,None
5047,2004493,0,2,1,0,0,None,None
5048,2004494,0,2,1,0,0,None,None
5049,2004495,0,2,1,0,0,None,None
5050,2004496,100,2,0,1,0,None,None
5051,2004497,100,2,0,1,0,None,None
5052,2004498,100,2,0,1,0,None,None
5053,2004499,100,2,0,1,0,None,None
5054,2004500,100,2,0,1,0,None,None
5055,2004501,100,2,0,1,0,None,None
5056,2004502,100,2,0,1,0,None,None
5057,2004503,100,2,0,1,0,None,None
5058,2004504,100,2,0,1,0,None,None
5059,2004505,0,2,1,0,0,None,None
5060,2004506,50,2,0,1,0,None,None
5061,2004507,7,2,1,1,0,None,None
5062,2004508,100,2,0,1,0,None,None
5063,2004509,100,2,0,1,0,None,None
5064,2004510,100,2,0,1,0,None,None
5065,2004511,100,2,0,1,0,None,None
5066,2004512,100,2,0,1,0,None,None
5067,2004513,100,2,0,1,0,None,None
5068,2004514,100,2,0,1,0,None,None
5069,2004515,100,2,0,1,0,None,None
5070,2004516,100,2,0,1,0,None,None
5071,2004517,100,2,0,1,0,None,None
5072,2004518,10,2,0,1,0,None,None
5073,2004519,50,2,0,1,0,None,None
5074,2004520,100,2,0,1,0,None,None
5075,2004521,100,2,0,1,0,None,None
5076,2004522,100,2,0,1,0,None,None
5077,2004523,100,2,0,1,0,None,None
5078,2004524,50,2,0,1,0,None,None
5079,2004525,0,2,1,0,0,None,None
5080,2004526,100,2,0,1,0,None,None
5081,2004527,100,2,0,1,0,None,None
5082,2004528,100,2,0,1,0,None,None
5083,2004529,100,2,0,1,0,None,None
5084,2004530,100,2,0,1,0,None,None
5085,2004531,100,2,0,1,0,None,None
5086,2004532,10,2,0,1,0,None,None
5087,2004533,50,2,0,1,0,None,None
5088,2004534,100,2,0,1,0,None,None
5089,2004535,100,2,0,1,0,None,None
5090,2004536,100,2,0,1,0,None,None
5095,2004541,50,2,0,1,0,None,None
5096,2004542,100,2,0,1,0,None,None
5097,2004543,10,2,0,1,0,None,None
5098,2004544,100,2,0,1,0,None,None
5099,2004545,50,2,0,1,0,None,None
5100,2004546,10,2,0,1,0,None,None
5101,2004547,100,2,0,1,0,None,None
5102,2004548,100,2,0,1,0,None,None
5103,2004549,50,2,0,1,0,None,None
5104,2004550,100,2,0,1,0,None,None
5105,2004551,100,2,0,1,0,None,None
5106,2004552,100,2,0,1,0,None,None
5107,2004553,100,2,0,1,0,None,None
5108,2004554,50,2,0,1,0,None,None
5109,2004555,100,2,0,1,0,None,None
5110,2004556,100,2,0,1,0,None,None
5111,2004557,0,2,1,0,0,None,None
5112,2004558,100,2,0,1,0,None,None
5113,2004559,100,2,0,1,0,None,None
5115,2004561,10,2,0,1,0,None,None
5116,2004562,50,2,0,1,0,None,None
5117,2004563,100,2,0,1,0,None,None
5118,2004564,100,2,0,1,0,None,None
5119,2004565,50,2,0,1,0,None,None
5120,2004566,10,2,0,1,0,None,None
5121,2004567,10,2,0,1,0,None,None
5122,2004568,50,2,0,1,0,None,None
5123,2004569,50,2,0,1,0,None,None
5124,2004570,10,2,0,1,0,None,None
5125,2004571,10,2,0,1,0,None,None
5126,2004572,10,2,0,1,0,None,None
5127,2004573,50,2,0,1,0,None,None
5130,2004576,10,2,0,1,0,None,None
5131,2004577,100,2,0,1,0,None,None
5132,2004578,100,2,0,1,0,None,None
5133,2004579,100,2,0,1,0,None,None
5141,2004587,0,2,1,0,0,None,None
5155,2004602,10,2,0,1,0,None,None
5156,2004603,100,2,0,1,0,None,None
5157,2004604,100,2,0,1,0,None,None
5158,2004605,100,2,0,1,0,None,None
5159,2004606,100,2,0,1,0,None,None
5160,2004607,100,2,0,1,0,None,None
5161,2004608,100,2,0,1,0,None,None
5162,2004609,100,2,0,1,0,None,None
5163,2004610,50,2,0,1,0,None,None
5164,2004611,10,2,0,1,0,None,None
5165,2004612,50,2,0,1,0,None,None
5166,2004613,50,2,0,1,0,None,None
5167,2004614,10,2,0,1,0,None,None
5168,2004615,50,2,0,1,0,None,None
5169,2004616,8,2,1,1,0,None,None
5170,2004617,10,2,0,1,0,None,None
5171,2004618,100,2,0,1,0,None,None
5172,2004619,100,2,0,1,0,None,None
5173,2004620,100,2,0,1,0,None,None
5174,2004621,100,2,0,1,0,None,None
5175,2004623,100,2,0,1,0,None,None
5176,2004624,100,2,0,1,0,None,None
5177,2004625,100,2,0,1,0,None,None
5178,2004626,0,2,1,0,0,None,None
5179,2004627,50,2,0,1,0,None,None
5180,2004628,8,2,1,1,0,None,None
5181,2004629,50,2,0,1,0,None,None
5182,2004630,10,2,0,1,0,None,None
5183,2004631,0,2,1,0,0,None,None
5184,2004632,50,2,0,1,0,None,None
5185,2004633,10,2,0,1,0,None,None
5186,2004634,10,2,0,1,0,None,None
5187,2004635,50,2,0,1,0,None,None
5188,2004636,100,2,0,1,0,None,None
5189,2004637,50,2,0,1,0,None,None
5190,2004638,4,2,1,1,0,None,None
5191,2004639,0,2,1,0,0,None,None
5192,2004640,100,2,0,1,0,None,None
5193,2004641,50,2,0,1,0,None,None
5194,2004642,50,2,0,1,0,None,None
5195,2004643,10,2,0,1,0,None,None
5196,2004644,10,2,0,1,0,None,None
5197,2004645,50,2,0,1,0,None,None
5198,2004646,50,2,0,1,0,None,None
5199,2004647,0,2,1,0,0,None,None
5200,2004648,3,2,1,1,0,None,None
5201,2004649,100,2,0,1,0,None,None
5202,2004650,2,2,1,1,0,None,None
5203,2004651,50,2,0,1,0,None,None
5204,2004652,10,2,0,1,0,None,None
5205,2004653,8,2,1,1,0,None,None
5206,2004654,3,2,1,1,0,None,None
5208,2004656,100,2,0,1,0,None,None
5209,2004657,100,2,0,1,0,None,None
5210,2004658,100,2,0,1,0,None,None
5211,2004659,0,2,1,0,0,None,None
5212,2004660,100,2,0,1,0,None,None
5213,2004661,10,2,0,1,0,None,None
5214,2004662,50,2,0,1,0,None,None
5215,2004663,50,2,0,1,0,None,None
5216,2004664,10,2,0,1,0,None,None
5217,2004665,100,2,0,1,0,None,None
5218,2004666,100,2,0,1,0,None,None
5219,2004667,100,2,0,1,0,None,None
5220,2004668,10,2,0,1,0,None,None
5221,2004669,100,2,0,1,0,None,None
5222,2004670,100,2,0,1,0,None,None
5223,2004671,50,2,0,1,0,None,None
5224,2004672,100,2,0,1,0,None,None
5225,2004673,100,2,0,1,0,None,None
5226,2004674,0,2,1,0,0,None,None
5227,2004675,0,2,1,0,0,None,None
5228,2004676,100,2,0,1,0,None,None
5229,2004677,100,2,0,1,0,None,None
5230,2004678,100,2,0,1,0,None,None
5231,2004679,100,2,0,1,0,None,None
5232,2004680,100,2,0,1,0,None,None
5233,2004681,100,2,0,1,0,None,None
5234,2004682,10,2,0,1,0,None,None
5235,2004683,10,2,0,1,0,None,None
5236,2004684,100,2,0,1,0,None,None
5237,2004685,100,2,0,1,0,None,None
5238,2004686,100,2,0,1,0,None,None
5239,2004687,100,2,0,1,0,None,None
5240,2004688,100,2,0,1,0,None,None
5241,2004689,100,2,0,1,0,None,None
5242,2004690,100,2,0,1,0,None,None
5243,2004691,100,2,0,1,0,None,None
5244,2004692,100,2,0,1,0,None,None
5245,2004693,10,2,0,1,0,None,None
5246,2004694,100,2,0,1,0,None,None
5247,2004695,0,2,1,0,0,None,None
5248,2004696,100,2,0,1,0,None,None
5249,2004697,100,2,0,1,0,None,None
5250,2004698,100,2,0,1,0,None,None
5251,2004699,100,2,0,1,0,None,None
5252,2004700,100,2,0,1,0,None,None
5253,2004701,100,2,0,1,0,None,None
5254,2004702,100,2,0,1,0,None,None
5255,2004703,100,2,0,1,0,None,None
5256,2004704,100,2,0,1,0,None,None
5257,2004705,10,2,0,1,0,None,None
5258,2004706,50,2,0,1,0,None,None
5259,2004707,10,2,0,1,0,None,None
5260,2004708,10,2,0,1,0,None,None
5261,2004709,10,2,0,1,0,None,None
5262,2004710,10,2,0,1,0,None,None
5263,2004711,10,2,0,1,0,None,None
5264,2004712,10,2,0,1,0,None,None
5265,2004713,10,2,0,1,0,None,None
5266,2004714,10,2,0,1,0,None,None
5267,2004715,10,2,0,1,0,None,None
5268,2004716,100,2,0,1,0,None,None
5269,2004717,10,2,0,1,0,None,None
5270,2004718,10,2,0,1,0,None,None
5271,2004719,50,2,0,1,0,None,None
5272,2004720,10,2,0,1,0,None,None
5274,2004722,50,2,0,1,0,None,None
5275,2004724,10,2,0,1,0,None,None
5276,2004725,10,2,0,1,0,None,None
5277,2004726,50,2,0,1,0,None,None
5278,2004727,10,2,0,1,0,None,None
5279,2004728,100,2,0,1,0,None,None
5280,2004729,10,2,0,1,0,None,None
5282,2004731,100,2,0,1,0,None,None
5285,2004734,0,2,1,0,0,None,None
5286,2004735,50,2,0,1,0,None,None
5287,2004736,10,2,0,1,0,None,None
5288,2004737,10,2,0,1,0,None,None
5289,2004738,100,2,0,1,0,None,None
5290,2004739,100,2,0,1,0,None,None
5291,2004740,100,2,0,1,0,None,None
5292,2004742,100,2,0,1,0,None,None
5293,2004743,100,2,0,1,0,None,None
5294,2004744,5,2,1,1,0,None,None
5297,2004747,10,2,0,1,0,None,None
5299,2004749,100,2,0,1,0,None,None
5300,2004750,100,2,0,1,0,None,None
5301,2004751,100,2,0,1,0,None,None
5302,2004752,100,2,0,1,0,None,None
5303,2004753,100,2,0,1,0,None,None
5304,2004754,100,2,0,1,0,None,None
5305,2004755,100,2,0,1,0,None,None
5306,2004756,100,2,0,1,0,None,None
5307,2004757,100,2,0,1,0,None,None
5308,2004758,100,2,0,1,0,None,None
5309,2004759,100,2,0,1,0,None,None
5310,2004761,6,2,1,1,0,None,None
5311,2004762,100,2,0,1,0,None,None
5312,2004763,100,2,0,1,0,None,None
5313,2004764,100,2,0,1,0,None,None
5314,2004765,0,2,1,0,0,None,None
5315,2004766,100,2,0,1,0,None,None
5316,2004767,100,2,0,1,0,None,None
5317,2004768,10,2,0,1,0,None,None
5318,2004769,50,2,0,1,0,None,None
5319,2004770,50,2,0,1,0,None,None
5320,2004771,50,2,0,1,0,None,None
5321,2004772,10,2,0,1,0,None,None
5322,2004773,10,2,0,1,0,None,None
5323,2004774,100,2,0,1,0,None,None
5324,2004775,100,2,0,1,0,None,None
5325,2004776,0,2,1,0,0,None,None
5326,2004777,0,2,1,0,0,None,None
5345,2004796,100,2,0,1,0,None,None
5346,2004797,0,2,1,0,0,None,None
5347,2004798,0,2,1,0,0,None,None
5348,2004799,0,2,1,0,0,None,None
5349,2004800,50,2,0,1,0,None,None
5365,2004817,100,2,0,1,0,None,None
5368,2004820,100,2,0,1,0,None,None
5378,2004830,100,2,0,1,0,None,None
5379,2004831,100,2,0,1,0,None,None
5380,2004832,100,2,0,1,0,None,None
5381,2004833,100,2,0,1,0,None,None
5382,2004834,100,2,0,1,0,None,None
5383,2004835,100,2,0,1,0,None,None
5384,2004836,100,2,0,1,0,None,None
5385,2004837,0,2,1,0,0,None,None
5386,2004838,100,2,0,1,0,None,None
5387,2004839,100,2,0,1,0,None,None
5388,2004840,100,2,0,1,0,None,None
5389,2004841,100,2,0,1,0,None,None
5390,2004842,100,2,0,1,0,None,None
5391,2004843,100,2,0,1,0,None,None
5392,2004844,100,2,0,1,0,None,None
5394,2004846,100,2,0,1,0,None,None
5399,2004851,100,2,0,1,0,None,None
5400,2004852,0,2,1,0,0,None,None
5401,2004853,100,2,0,1,0,None,None
5402,2004854,100,2,0,1,0,None,None
5416,2004872,100,2,0,1,0,None,None
5417,2004873,10,2,0,1,0,None,None
5418,2004874,100,2,0,1,0,None,None
5419,2004875,100,2,0,1,0,None,None
5421,2004877,0,2,1,0,0,None,None
5422,2004878,100,2,0,1,0,None,None
5431,2004887,100,2,0,1,0,None,None
5432,2004888,50,2,0,1,0,None,None
5433,2004889,100,2,0,1,0,None,None
5434,2004890,100,2,0,1,0,None,None
5435,2004891,100,2,0,1,0,None,None
5436,2004892,100,2,0,1,0,None,None
5437,2004893,100,2,0,1,0,None,None
5438,2004894,100,2,0,1,0,None,None
5439,2004895,100,2,0,1,0,None,None
5440,2004897,100,2,0,1,0,None,None
5441,2004898,100,2,0,1,0,None,None
5442,2004899,100,2,0,1,0,None,None
5443,2004900,100,2,0,1,0,None,None
5444,2004901,100,2,0,1,0,None,None
5445,2004902,100,2,0,1,0,None,None
5446,2004903,100,2,0,1,0,None,None
5447,2004904,100,2,0,1,0,None,None
5449,2004906,0,2,1,0,0,None,None
5450,2004907,100,2,0,1,0,None,None
5451,2004908,100,2,0,1,0,None,None
5452,2004909,100,2,0,1,0,None,None
5453,2004910,100,2,0,1,0,None,None
5456,2004913,50,2,0,1,0,None,None
5457,2004914,100,2,0,1,0,None,None
5458,2004915,100,2,0,1,0,None,None
5460,2004917,100,2,0,1,0,None,None
5463,2004921,100,2,0,1,0,None,None
5464,2004922,100,2,0,1,0,None,None
5471,2004931,10,2,0,1,0,None,None
5472,2004932,100,2,0,1,0,None,None
5473,2004933,100,2,0,1,0,None,None
5474,2004934,100,2,0,1,0,None,None
5477,2004937,100,2,0,1,0,None,None
5479,2004939,100,2,0,1,0,None,None
5480,2004940,100,2,0,1,0,None,None
5481,2004941,100,2,0,1,0,None,None
5482,2004942,50,2,0,1,0,None,None
5484,2004944,100,2,0,1,0,None,None
5485,2004945,50,2,0,1,0,None,None
5486,2004946,100,2,0,1,0,None,None
5488,2004948,100,2,0,1,0,None,None
5489,2004949,100,2,0,1,0,None,None
5490,2004950,10,2,0,1,0,None,None
5491,2004951,10,2,0,1,0,None,None
5492,2004952,100,2,0,1,0,None,None
5493,2004953,100,2,0,1,0,None,None
5494,2004954,100,2,0,1,0,None,None
5495,2004956,100,2,0,1,0,None,None
5496,2004957,50,2,0,1,0,None,None
5497,2004958,100,2,0,1,0,None,None
5498,2004959,10,2,0,1,0,None,None
5499,2004960,50,2,0,1,0,None,None
5500,2004961,0,2,1,0,0,None,None
5506,2004967,100,2,0,1,0,None,None
5507,2004968,100,2,0,1,0,None,None
5508,2004969,100,2,0,1,0,None,None
5509,2004970,100,2,0,1,0,None,None
5510,2004971,100,2,0,1,0,None,None
5511,2004972,100,2,0,1,0,None,None
5512,2004973,100,2,0,1,0,None,None
5513,2004974,100,2,0,1,0,None,None
5514,2004975,10,2,0,1,0,None,None
5515,2004977,0,2,1,0,0,None,None
5516,2004978,100,2,0,1,0,None,None
5517,2004979,100,2,0,1,0,None,None
5518,2004980,100,2,0,1,0,None,None
5519,2004981,100,2,0,1,0,None,None
5520,2004982,100,2,0,1,0,None,None
5521,2004983,50,2,0,1,0,None,None
5522,2004984,100,2,0,1,0,None,None
5523,2004985,100,2,0,1,0,None,None
5527,2004989,10,2,0,1,0,None,None
5528,2004990,100,2,0,1,0,None,None
5529,2004991,50,2,0,1,0,None,None
5530,2004992,100,2,0,1,0,None,None
5531,2004993,100,2,0,1,0,None,None
5532,2004994,100,2,0,1,0,None,None
5533,2004995,100,2,0,1,0,None,None
5534,2004996,100,2,0,1,0,None,None
5535,2004997,100,2,0,1,0,None,None
5537,2005000,10,2,0,1,0,None,None
5538,2005001,100,2,0,1,0,None,None
5539,2005002,50,2,0,1,0,None,None
5540,2005003,100,2,0,1,0,None,None
5541,2005004,100,2,0,1,0,None,None
5542,2005005,10,2,0,1,0,None,None
5543,2005006,100,2,0,1,0,None,None
5544,2005007,10,2,0,1,0,None,None
5545,2005008,100,2,0,1,0,None,None
5546,2005009,10,2,0,1,0,None,None
5547,2005010,50,2,0,1,0,None,None
5548,2005011,50,2,0,1,0,None,None
5549,2005012,100,2,0,1,0,None,None
5550,2005013,0,2,1,0,0,None,None
5551,2005014,10,2,0,1,0,None,None
5552,2005015,100,2,0,1,0,None,None
5554,2005017,100,2,0,1,0,None,None
5555,2005018,100,2,0,1,0,None,None
5556,2005019,100,2,0,1,0,None,None
5557,2005020,50,2,0,1,0,None,None
5558,2005021,100,2,0,1,0,None,None
5559,2005022,100,2,0,1,0,None,None
5560,2005023,10,2,0,1,0,None,None
5563,2005026,100,2,0,1,0,None,None
5564,2005027,100,2,0,1,0,None,None
5565,2005028,100,2,0,1,0,None,None
5566,2005029,100,2,0,1,0,None,None
5567,2005030,100,2,0,1,0,None,None
5568,2005031,100,2,0,1,0,None,None
5570,2005033,10,2,0,1,0,None,None
5571,2005034,100,2,0,1,0,None,None
5572,2005035,10,2,0,1,0,None,None
5573,2005036,0,2,1,0,0,None,None
5574,2005037,6,2,1,1,0,None,None
5575,2005038,10,2,0,1,0,None,None
5576,2005039,0,2,1,0,0,None,None
5581,2005045,0,2,1,0,0,None,None
5582,2005046,10,2,0,1,0,None,None
5583,2005047,0,2,1,0,0,None,None
5584,2005048,0,2,1,0,0,None,None
5585,2005049,2,2,1,1,0,None,None
5586,2005050,0,2,1,0,0,None,None
5594,2005058,0,2,1,0,0,None,None
5595,2005059,0,2,1,0,0,None,None
5596,2005060,0,2,1,0,0,None,None
5597,2005061,10,2,0,1,0,None,None
5598,2005062,0,2,1,0,0,None,None
5599,2005063,0,2,1,0,0,None,None
5600,2005064,10,2,0,1,0,None,None
5601,2005065,0,2,1,0,0,None,None
5607,2005071,5,2,1,1,0,None,None
5608,2005072,10,2,0,1,0,None,None
5609,2005073,0,2,1,0,0,None,None
5610,2005074,10,2,0,1,0,None,None
5612,2005076,8,2,1,1,0,None,None
5613,2005078,0,2,1,0,0,None,None
5614,2005079,0,2,1,0,0,None,None
5615,2005080,0,2,1,0,0,None,None
5616,2005081,0,2,1,0,0,None,None
5617,2005082,0,2,1,0,0,None,None
5618,2005083,0,2,1,0,0,None,None
5619,2005084,100,2,0,1,0,None,None
5620,2005085,100,2,0,1,0,None,None
5621,2005086,100,2,0,1,0,None,None
5624,2005089,0,2,1,0,0,None,None
5625,2005090,0,2,1,0,0,None,None
5626,2005091,0,2,1,0,0,None,None
5627,2005092,0,2,1,0,0,None,None
5628,2005093,0,2,1,0,0,None,None
5629,2005094,0,2,1,0,0,None,None
5631,2005096,0,2,1,0,0,None,None
5632,2005097,0,2,1,0,0,None,None
5633,2005098,0,2,1,0,0,None,None
5634,2005099,0,2,1,0,0,None,None
5635,2005100,0,2,1,0,0,None,None
5636,2005101,0,2,1,0,0,None,None
5639,2005104,10,2,0,1,0,None,None
5640,2005105,0,2,1,0,0,None,None
5641,2005106,0,2,1,0,0,None,None
5642,2005107,50,2,0,1,0,None,None
5643,2005108,10,2,0,1,0,None,None
5644,2005109,0,2,1,0,0,None,None
5645,2005110,10,2,0,1,0,None,None
5646,2005111,0,2,1,0,0,None,None
5648,2005113,0,2,1,0,0,None,None
5649,2005114,0,2,1,0,0,None,None
5650,2005115,0,2,1,0,0,None,None
5651,2005116,0,2,1,0,0,None,None
5652,2005117,0,2,1,0,0,None,None
5653,2005118,0,2,1,0,0,None,None
5654,2005119,50,2,0,1,0,None,None
5655,2005120,100,2,0,1,0,None,None
5656,2005121,100,2,0,1,0,None,None
5658,2005123,0,2,1,0,0,None,None
5659,2005125,100,2,0,1,0,None,None
5660,2005126,100,2,0,1,0,None,None
5664,2005131,100,2,0,1,0,None,None
5665,2005132,100,2,0,1,0,None,None
5666,2005133,100,2,0,1,0,None,None
5667,2005134,100,2,0,1,0,None,None
5668,2005135,100,2,0,1,0,None,None
5669,2005136,100,2,0,1,0,None,None
5670,2005137,100,2,0,1,0,None,None
5671,2005138,100,2,0,1,0,None,None
5672,2005139,100,2,0,1,0,None,None
5673,2005140,100,2,0,1,0,None,None
5674,2005141,100,2,0,1,0,None,None
5675,2005142,50,2,0,1,0,None,None
5676,2005143,10,2,0,1,0,None,None
5677,2005144,100,2,0,1,0,None,None
5678,2005145,100,2,0,1,0,None,None
5679,2005146,100,2,0,1,0,None,None
5680,2005147,100,2,0,1,0,None,None
5681,2005148,100,2,0,1,0,None,None
5683,2005150,100,2,0,1,0,None,None
5685,2005152,50,2,0,1,0,None,None
5686,2005153,100,2,0,1,0,None,None
5687,2005154,100,2,0,1,0,None,None
5688,2005155,50,2,0,1,0,None,None
5689,2005156,50,2,0,1,0,None,None
5690,2005157,100,2,0,1,0,None,None
5691,2005158,100,2,0,1,0,None,None
5692,2005159,100,2,0,1,0,None,None
5693,2005160,100,2,0,1,0,None,None
5694,2005161,100,2,0,1,0,None,None
5695,2005162,0,2,1,0,0,None,None
5697,2005165,100,2,0,1,0,None,None
5698,2005166,10,2,0,1,0,None,None
5699,2005167,100,2,0,1,0,None,None
5700,2005168,100,2,0,1,0,None,None
5701,2005169,100,2,0,1,0,None,None
5702,2005170,100,2,0,1,0,None,None
5703,2005171,100,2,0,1,0,None,None
5704,2005172,50,2,0,1,0,None,None
5705,2005173,100,2,0,1,0,None,None
5706,2005174,100,2,0,1,0,None,None
5707,2005175,100,2,0,1,0,None,None
5708,2005176,100,2,0,1,0,None,None
5709,2005177,100,2,0,1,0,None,None
5710,2005178,100,2,0,1,0,None,None
5711,2005179,100,2,0,1,0,None,None
5712,2005180,100,2,0,1,0,None,None
5713,2005181,100,2,0,1,0,None,None
5714,2005182,100,2,0,1,0,None,None
5716,2005184,100,2,0,1,0,None,None
5717,2005185,100,2,0,1,0,None,None
5718,2005186,100,2,0,1,0,None,None
5719,2005187,100,2,0,1,0,None,None
5720,2005188,50,2,0,1,0,None,None
5721,2005189,10,2,0,1,0,None,None
5722,2005190,100,2,0,1,0,None,None
5723,2005191,10,2,0,1,0,None,None
5724,2005192,100,2,0,1,0,None,None
5725,2005193,10,2,0,1,0,None,None
5726,2005194,100,2,0,1,0,None,None
5727,2005195,0,2,1,0,0,None,None
5728,2005196,2,2,1,1,0,None,None
5729,2005197,100,2,0,1,0,None,None
5730,2005198,100,2,0,1,0,None,None
5731,2005199,50,2,0,1,0,None,None
5732,2005200,100,2,0,1,0,None,None
5733,2005201,100,2,0,1,0,None,None
5734,2005202,10,2,0,1,0,None,None
5735,2005203,5,2,1,1,0,None,None
5736,2005204,10,2,0,1,0,None,None
5737,2005205,0,2,1,0,0,None,None
5738,2005206,100,2,0,1,0,None,None
5739,2005207,100,2,0,1,0,None,None
5740,2005208,100,2,0,1,0,None,None
5741,2005209,0,2,1,0,0,None,None
5742,2005210,100,2,0,1,0,None,None
5743,2005211,100,2,0,1,0,None,None
5744,2005212,100,2,0,1,0,None,None
